source	term_id	term_name	query_size	background_size	term_size_in_background	overlap_size	overlap_genes	p_value	bh_q	query_overlap_ge_2	bh_significant	analysis_label	interpretation	limitation	annotation_release
GO:BP	GO:1903936	cellular response to sodium arsenite	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903939	regulation of TORC2 signaling	4	15851	11	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903940	negative regulation of TORC2 signaling	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903943	regulation of hepatocyte apoptotic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903944	negative regulation of hepatocyte apoptotic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903959	regulation of monoatomic anion transmembrane transport	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903960	negative regulation of anion transmembrane transport	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903963	arachidonate transport	4	15851	17	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903969	regulation of response to macrophage colony-stimulating factor	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903971	positive regulation of response to macrophage colony-stimulating factor	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903972	regulation of cellular response to macrophage colony-stimulating factor stimulus	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903975	regulation of glial cell migration	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903976	negative regulation of glial cell migration	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903977	positive regulation of glial cell migration	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903978	regulation of microglial cell activation	4	15851	14	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903979	negative regulation of microglial cell activation	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903980	positive regulation of microglial cell activation	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903985	regulation of intestinal D-glucose absorption	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903998	regulation of eating behavior	4	15851	8	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1903999	negative regulation of eating behavior	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904000	positive regulation of eating behavior	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904010	response to Aroclor 1254	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904014	response to serotonin	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904015	cellular response to serotonin	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904016	response to Thyroglobulin triiodothyronine	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904018	positive regulation of vasculature development	4	15851	149	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904019	epithelial cell apoptotic process	4	15851	10	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904020	regulation of G protein-coupled receptor internalization	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904022	positive regulation of G protein-coupled receptor internalization	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904026	regulation of collagen fibril organization	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904027	negative regulation of collagen fibril organization	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904028	positive regulation of collagen fibril organization	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904030	negative regulation of cyclin-dependent protein kinase activity	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904035	regulation of epithelial cell apoptotic process	4	15851	29	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904036	negative regulation of epithelial cell apoptotic process	4	15851	16	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904037	positive regulation of epithelial cell apoptotic process	4	15851	10	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904038	regulation of iron export across plasma membrane	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904044	response to aldosterone	4	15851	16	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904045	cellular response to aldosterone	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904048	regulation of spontaneous neurotransmitter secretion	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904054	regulation of cholangiocyte proliferation	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904058	positive regulation of sensory perception of pain	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904059	regulation of locomotor rhythm	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904062	regulation of monoatomic cation transmembrane transport	4	15851	197	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904063	negative regulation of cation transmembrane transport	4	15851	51	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904064	positive regulation of cation transmembrane transport	4	15851	91	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904071	presynaptic active zone assembly	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904082	pyrimidine nucleobase transmembrane transport	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904092	regulation of autophagic cell death	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904093	negative regulation of autophagic cell death	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904098	regulation of protein O-linked glycosylation	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904100	positive regulation of protein O-linked glycosylation	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904103	regulation of convergent extension involved in gastrulation	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904105	positive regulation of convergent extension involved in gastrulation	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904106	protein localization to microvillus	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904116	response to vasopressin	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904117	cellular response to vasopressin	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904139	regulation of microglial cell migration	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904141	positive regulation of microglial cell migration	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904149	regulation of microglial cell mediated cytotoxicity	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904151	positive regulation of microglial cell mediated cytotoxicity	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904152	regulation of retrograde protein transport, ER to cytosol	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904153	negative regulation of retrograde protein transport, ER to cytosol	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904154	positive regulation of retrograde protein transport, ER to cytosol	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904155	DN2 thymocyte differentiation	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904158	axonemal central apparatus assembly	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904170	regulation of bleb assembly	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904172	positive regulation of bleb assembly	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904177	regulation of adipose tissue development	4	15851	24	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904178	negative regulation of adipose tissue development	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904179	positive regulation of adipose tissue development	4	15851	14	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904180	negative regulation of membrane depolarization	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904181	positive regulation of membrane depolarization	4	15851	13	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904200	iodide transmembrane transport	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904235	regulation of substrate-dependent cell migration, cell attachment to substrate	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904238	pericyte cell differentiation	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904257	zinc ion import into Golgi lumen	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904262	negative regulation of TORC1 signaling	4	15851	52	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904263	positive regulation of TORC1 signaling	4	15851	61	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904271	L-proline import across plasma membrane	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904273	L-alanine import across plasma membrane	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904274	tricellular tight junction assembly	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904289	regulation of mitotic DNA damage checkpoint	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904292	regulation of ERAD pathway	4	15851	25	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:1904293	negative regulation of ERAD pathway	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
